date,ticker,open,high,low,close,volume
2022-11-24,META,355.78,367.82,355.78,365.12,773974
2022-11-25,META,366.4,376.13,366.4,373.35,12273128
2022-11-28,META,373.53,378.35,373.53,377.99,14626324
2022-11-29,META,378.25,378.25,370.2,374.03,7669948
2022-11-30,META,376.41,376.41,370.96,373.97,13795246
2022-12-01,META,376.45,376.45,367.43,369.63,5917223
2022-12-02,META,370.28,380.19,370.28,379.02,4529442
2022-12-05,META,377.95,390.34,377.95,386.8,4798477
2022-12-06,META,389.54,389.54,378.69,380.62,1296565
2022-12-07,META,378.93,385.05,378.93,384.27,7554060
2022-12-08,META,386.32,386.32,370.56,371.78,6870417
2022-12-09,META,367.79,377.76,367.79,374.66,10091848
2022-12-12,META,373.37,387.76,373.37,387.41,6336481
2022-12-13,META,385.89,385.89,381.91,383.54,1533735
2022-12-14,META,383.07,383.07,373.72,376.62,11695811
2022-12-15,META,376.22,376.22,369.48,370.02,2345160
2022-12-16,META,372.14,373.29,370.04,372.55,6294707
2022-12-19,META,374.65,383.75,374.65,382.73,8200969
2022-12-20,META,383.7,386.09,382.58,384.31,4918052
2022-12-21,META,385.86,385.86,380.78,380.88,4320436
2022-12-22,META,383.07,383.07,373.92,375.12,2528460
2022-12-23,META,374.6,375.2,370.52,374.8,12318249
2022-12-26,META,372.59,380.4,372.59,379.48,4757312
2022-12-27,META,380.19,384.93,380.19,383.92,8212730
2022-12-28,META,382.86,382.86,378.94,379.35,3545966
2022-12-29,META,381.93,381.93,379.59,380.03,10950805
2022-12-30,META,377.41,389.08,377.41,388.61,9967804
2023-01-02,META,388.69,397.15,388.69,395.25,9113947
2023-01-03,META,394.81,396.37,393.5,394.64,9014615
2023-01-04,META,397.18,397.18,389.47,389.96,8666429
2023-01-05,META,392.75,397.92,392.75,395.2,2991680
2023-01-06,META,396.77,413.8,396.77,408.18,11242792
2023-01-09,META,408.08,408.68,406.54,408.14,5174348
2023-01-10,META,405.22,416.31,405.22,411.08,12363582
2023-01-11,META,411.62,425.4,411.62,422.1,11592798
2023-01-12,META,423.36,423.36,408.64,412.55,10604796
2023-01-13,META,414.39,423.86,414.39,420.57,2474510
2023-01-16,META,423.68,423.68,405.89,407.44,1201593
2023-01-17,META,404.9,409.49,404.9,406.87,3309956
2023-01-18,META,410.29,410.29,399.75,400.71,1002823
2023-01-19,META,401.7,417.76,401.7,415.0,3750449
2023-01-20,META,411.17,411.17,399.59,400.84,9186532
2023-01-23,META,402.78,402.78,392.32,392.46,10045735
2023-01-24,META,392.12,398.68,392.12,398.61,6162289
2023-01-25,META,396.83,405.91,396.83,403.24,13086797
2023-01-26,META,401.95,409.74,401.95,406.53,9913801
2023-01-27,META,408.98,412.73,408.98,411.65,9838031
2023-01-30,META,411.44,427.07,411.44,425.4,1611677
2023-01-31,META,424.69,428.18,424.69,427.46,9849029
2023-02-01,META,424.4,440.16,424.4,440.08,7139712
2023-02-02,META,440.92,455.03,440.92,453.43,5115914
2023-02-03,META,453.9,461.34,448.51,454.89,2480436
2023-02-06,META,454.31,454.31,452.76,453.19,3158327
2023-02-07,META,454.75,457.05,452.14,453.24,6291932
2023-02-08,META,455.08,455.08,445.7,449.54,8819567
2023-02-09,META,451.28,453.27,445.46,449.98,2894709
2023-02-10,META,451.79,451.79,444.46,446.1,11560984
2023-02-13,META,444.08,446.76,439.24,442.28,7831087
2023-02-14,META,445.0,445.0,429.65,433.11,6614939
2023-02-15,META,437.72,437.72,433.43,436.76,585515
2023-02-16,META,436.29,447.6,436.29,446.59,4144919
2023-02-17,META,443.47,448.4,443.47,447.51,11871041
2023-02-20,META,446.6,463.7,446.6,463.0,6415641
2023-02-21,META,465.01,465.01,460.51,462.61,13051977
2023-02-22,META,463.48,471.47,463.1,468.51,13484730
2023-02-23,META,466.56,478.19,466.56,472.44,10848765
2023-02-24,META,474.67,476.83,472.59,474.43,11121962
2023-02-27,META,481.1,492.18,481.1,486.96,14457893
2023-02-28,META,486.82,495.78,486.82,495.07,4719434
2023-03-01,META,493.68,493.68,486.96,489.2,9257939
2023-03-02,META,489.77,510.29,489.77,509.47,4311367
2023-03-03,META,506.32,509.87,504.4,505.83,11815272
2023-03-06,META,507.07,507.07,504.51,505.22,10423502
2023-03-07,META,500.0,510.75,500.0,509.64,4901592
2023-03-08,META,510.33,517.86,510.33,516.24,831261
2023-03-09,META,518.59,527.89,518.59,526.18,1790553
2023-03-10,META,528.98,528.98,521.78,523.86,11440252
2023-03-13,META,521.89,531.03,521.89,530.97,12442668
2023-03-14,META,528.3,532.2,528.3,532.0,14125358
2023-03-15,META,534.11,534.11,511.38,516.55,4813876
2023-03-16,META,515.77,521.63,515.21,520.11,12101029
2023-03-17,META,525.31,525.31,516.57,520.92,2084416
2023-03-20,META,521.54,529.21,521.54,528.13,13660692
2023-03-21,META,526.37,537.64,520.42,525.58,13682344
2023-03-22,META,525.47,526.62,523.19,523.99,923000
2023-03-23,META,526.33,526.33,518.14,518.25,2678705
2023-03-24,META,516.0,516.0,509.73,511.83,14888995
2023-03-27,META,511.31,511.31,506.93,507.25,13076607
2023-03-28,META,503.47,518.14,503.47,513.78,10771397
2023-03-29,META,515.79,527.53,515.16,522.28,7743684
2023-03-30,META,523.07,523.07,514.75,515.33,14515572
2023-03-31,META,519.6,519.6,506.94,509.66,9811784
2023-04-03,META,510.98,519.98,505.43,509.84,10594524
2023-04-04,META,507.56,507.56,497.32,501.96,11857417
2023-04-05,META,501.34,508.11,501.34,506.13,13123362
2023-04-06,META,506.85,515.74,506.85,512.86,12496875
2023-04-07,META,514.96,527.14,514.96,526.14,14487993
2023-04-10,META,528.2,528.24,522.87,526.87,10478995
2023-04-11,META,533.67,533.67,513.89,516.48,14732099
2023-04-12,META,514.04,527.94,514.04,526.99,14227518
2023-04-13,META,527.32,527.32,515.73,515.76,6589828
2023-04-14,META,513.63,520.62,513.63,519.16,8375382
2023-04-17,META,518.02,523.2,517.25,521.19,14502386
2023-04-18,META,520.75,521.52,509.27,515.94,6723965
2023-04-19,META,518.11,518.11,502.29,507.23,4358519
2023-04-20,META,505.71,505.71,495.96,497.25,5821879
2023-04-21,META,495.49,498.26,491.06,494.81,8832344
2023-04-24,META,494.1,498.72,494.1,498.7,10827204
2023-04-25,META,497.15,513.28,497.15,508.23,8730080
2023-04-26,META,507.87,521.08,507.87,517.06,14073613
2023-04-27,META,515.72,515.72,508.65,510.94,13431663
2023-04-28,META,513.19,515.23,503.65,510.37,1783297
2023-05-01,META,515.2,515.52,506.08,513.09,14975936
2023-05-02,META,511.5,516.81,506.14,509.19,2026289
2023-05-03,META,508.63,515.16,508.63,515.05,2116927
2023-05-04,META,514.18,514.18,503.6,505.88,7727972
2023-05-05,META,508.11,508.11,490.32,493.84,4792436
2023-05-08,META,493.11,493.11,481.52,488.28,8230399
2023-05-09,META,490.61,498.74,489.16,493.1,4666500
2023-05-10,META,490.09,508.24,490.09,497.49,5358041
2023-05-11,META,501.06,507.37,501.06,506.12,14941278
2023-05-12,META,507.35,510.07,503.39,504.24,7730703
2023-05-15,META,504.67,517.86,504.67,515.85,12386873
2023-05-16,META,518.37,518.37,510.96,515.72,14194456
2023-05-17,META,515.8,515.8,496.04,500.65,9714091
2023-05-18,META,505.83,505.83,498.78,499.97,7606700
2023-05-19,META,498.43,513.98,498.43,506.35,11827315
2023-05-22,META,509.3,510.09,503.86,508.52,3454886
2023-05-23,META,499.49,502.04,498.55,501.81,5882147
2023-05-24,META,499.41,499.41,494.57,496.24,14422263
2023-05-25,META,496.37,500.71,494.83,499.21,551430
2023-05-26,META,501.88,501.88,491.83,492.5,5880213
2023-05-29,META,493.42,497.74,491.09,497.44,2140610
2023-05-30,META,496.49,496.49,489.71,492.13,10221169
2023-05-31,META,492.73,496.8,491.78,496.6,11105105
2023-06-01,META,499.66,499.66,490.68,491.78,6971267
2023-06-02,META,492.02,500.34,492.02,499.48,9009009
2023-06-05,META,502.84,502.84,488.99,490.9,2046862
2023-06-06,META,490.53,490.53,481.42,482.66,7392953
2023-06-07,META,483.16,483.16,478.71,478.76,6277390
2023-06-08,META,482.15,482.15,467.93,471.13,4559061
2023-06-09,META,473.64,473.64,462.53,462.71,12290280
2023-06-12,META,457.84,472.06,457.84,467.98,6191201
2023-06-13,META,471.47,473.62,463.16,467.15,9734444
2023-06-14,META,468.22,468.22,450.65,456.08,4246188
2023-06-15,META,455.92,466.4,455.92,464.95,6538051
2023-06-16,META,463.92,482.46,463.92,482.03,3940480
2023-06-19,META,482.83,482.83,466.98,470.37,7321385
2023-06-20,META,468.22,473.52,468.22,471.16,14378147
2023-06-21,META,469.87,479.24,469.87,477.49,10155820
2023-06-22,META,476.9,476.9,467.54,467.79,2253903
2023-06-23,META,468.91,478.2,468.91,476.23,14782061
2023-06-26,META,476.69,493.3,476.69,492.5,11211696
2023-06-27,META,493.92,493.92,468.81,472.11,8482361
2023-06-28,META,473.13,480.62,472.9,477.25,11671922
2023-06-29,META,478.43,482.11,472.1,475.08,3737592
2023-06-30,META,475.0,475.0,469.31,470.08,667422
2023-07-03,META,471.35,471.35,466.44,469.9,6787246
2023-07-04,META,471.89,471.89,462.02,464.98,1908424
2023-07-05,META,465.67,470.88,461.9,465.96,12494200
2023-07-06,META,467.34,478.25,467.34,473.71,13610634
2023-07-07,META,474.2,477.8,471.93,476.76,3214697
2023-07-10,META,476.05,484.73,476.05,481.44,10668573
2023-07-11,META,485.56,485.56,462.75,465.57,13583113
2023-07-12,META,467.81,467.81,456.91,464.11,10699117
2023-07-13,META,465.4,474.73,465.4,466.11,1735542
2023-07-14,META,466.84,466.84,453.74,453.85,10662853
2023-07-17,META,455.18,455.18,441.41,443.77,7193787
2023-07-18,META,445.63,445.63,436.82,441.18,12513728
2023-07-19,META,439.87,446.63,439.87,442.47,6985156
2023-07-20,META,442.52,444.12,438.0,441.93,12174074
2023-07-21,META,439.16,451.35,439.16,450.73,965943
2023-07-24,META,450.52,450.52,440.57,441.81,8179873
2023-07-25,META,446.05,457.99,446.05,454.2,2986876
2023-07-26,META,457.11,474.58,457.11,472.21,6184192
2023-07-27,META,469.97,473.93,469.97,472.46,4375920
2023-07-28,META,477.82,477.82,470.87,472.66,7858340
2023-07-31,META,476.05,476.05,455.53,456.57,4463124
2023-08-01,META,453.51,453.51,442.65,446.07,6145771
2023-08-02,META,445.87,461.6,445.87,460.56,8372576
2023-08-03,META,463.7,463.7,453.61,454.6,9829087
2023-08-04,META,455.63,465.32,455.63,461.71,11394300
2023-08-07,META,462.78,464.99,462.78,463.29,4691682
2023-08-08,META,464.58,464.58,451.48,457.13,14257150
2023-08-09,META,456.89,464.15,456.89,462.06,8145435
2023-08-10,META,458.52,458.52,453.16,453.52,7686359
2023-08-11,META,452.75,466.75,452.75,461.36,9472521
2023-08-14,META,465.27,465.27,453.99,455.17,579204
2023-08-15,META,457.98,457.98,452.78,453.87,12387883
2023-08-16,META,455.47,455.47,438.7,442.92,3011497
2023-08-17,META,442.77,459.21,442.77,455.24,1021798
2023-08-18,META,456.85,466.91,456.85,459.88,2420321
2023-08-21,META,461.7,473.02,461.7,469.35,2442551
2023-08-22,META,467.47,467.47,460.19,462.13,14729973
2023-08-23,META,460.27,460.33,456.55,458.62,2209058
2023-08-24,META,455.42,455.42,452.03,452.35,4723709
2023-08-25,META,454.31,454.31,442.41,449.63,8826082
2023-08-28,META,451.37,451.37,441.85,443.67,10070621
2023-08-29,META,446.2,456.29,446.2,450.37,10566355
2023-08-30,META,451.32,454.14,451.32,452.86,12625521
2023-08-31,META,453.04,453.04,446.83,447.51,3709432
2023-09-01,META,446.03,446.03,440.1,443.06,14519234
2023-09-04,META,441.4,452.16,441.4,449.86,10795477
2023-09-05,META,450.55,450.55,447.06,448.67,11478430
2023-09-06,META,450.15,450.15,439.59,441.15,9924513
2023-09-07,META,440.24,440.24,432.61,436.29,2358466
2023-09-08,META,432.47,432.47,427.09,427.7,8155342
2023-09-11,META,428.13,429.97,419.66,425.21,7454965
2023-09-12,META,422.02,428.65,422.02,427.0,9744564
2023-09-13,META,426.76,439.65,426.76,436.17,557963
2023-09-14,META,437.69,437.69,424.42,427.7,3750521
2023-09-15,META,426.9,432.67,424.65,427.4,4351304
2023-09-18,META,425.84,425.84,418.99,420.12,12889826
2023-09-19,META,420.1,420.1,417.78,417.87,6549480
2023-09-20,META,416.18,416.18,401.63,402.62,4409179
2023-09-21,META,400.07,404.94,400.07,401.33,9468961
2023-09-22,META,398.32,416.56,398.32,412.52,14395350
2023-09-25,META,411.39,415.77,411.39,414.75,13487480
2023-09-26,META,416.5,416.5,407.12,410.71,9845280
2023-09-27,META,415.33,415.33,408.02,409.04,8056656
2023-09-28,META,411.76,414.81,411.76,414.71,12418881
2023-09-29,META,416.38,421.47,416.38,419.25,11798665
2023-10-02,META,415.69,415.69,408.18,413.27,3779417
2023-10-03,META,416.41,416.41,410.27,411.69,13362706
2023-10-04,META,413.08,413.08,408.43,409.44,9709938
2023-10-05,META,411.95,415.28,411.95,414.57,3853506
2023-10-06,META,413.62,425.82,413.62,423.85,11448586
2023-10-09,META,420.07,432.23,420.07,429.44,955301
2023-10-10,META,431.17,440.77,431.17,438.22,5635499
2023-10-11,META,436.84,445.09,436.84,443.34,9668140
2023-10-12,META,440.72,445.02,439.61,444.06,10450992
2023-10-13,META,449.96,449.96,445.89,445.92,13037629
2023-10-16,META,447.32,453.03,446.25,449.32,6541304
2023-10-17,META,452.09,457.4,452.09,457.24,2594022
2023-10-18,META,457.73,464.37,455.34,459.82,8725719
2023-10-19,META,465.64,470.3,464.39,469.97,3792945
2023-10-20,META,469.51,469.51,456.66,462.68,587806
2023-10-23,META,461.15,462.89,458.9,462.18,12763364
2023-10-24,META,464.56,464.56,460.1,461.43,11178879
2023-10-25,META,465.93,465.93,440.03,447.08,11996983
2023-10-26,META,449.06,460.54,449.06,456.72,11045283
2023-10-27,META,457.51,473.82,457.51,470.02,743844
2023-10-30,META,472.54,472.54,469.41,470.36,11473267
2023-10-31,META,469.29,474.72,469.29,474.18,1705601
2023-11-01,META,476.79,476.79,467.77,469.06,10067998
2023-11-02,META,469.36,469.36,461.13,464.5,12080429
2023-11-03,META,465.98,465.98,461.55,463.62,11371746
2023-11-06,META,467.4,467.4,453.34,454.54,1789804
2023-11-07,META,455.97,457.62,451.3,457.07,5428689
2023-11-08,META,455.91,455.91,440.1,443.23,14955017
2023-11-09,META,445.94,449.85,445.94,449.13,10990105
2023-11-10,META,446.47,446.47,438.52,440.97,9789377
2023-11-13,META,440.64,442.12,437.2,439.66,4040634
2023-11-14,META,437.57,437.57,434.52,436.51,11052717
2023-11-15,META,436.08,449.19,436.08,447.09,10964350
2023-11-16,META,446.33,450.27,445.94,446.19,6340526
2023-11-17,META,449.75,449.75,441.4,442.81,11798408
2023-11-20,META,439.44,449.07,439.44,448.08,12991555
2023-11-21,META,449.02,464.13,449.02,457.59,9418023
2023-11-22,META,457.44,469.14,457.44,467.27,3310499
2023-11-23,META,468.88,468.88,460.4,461.1,11038394
2023-11-24,META,463.76,463.76,452.15,456.15,4410908
2023-11-27,META,458.2,460.77,455.67,455.71,2945692
2023-11-28,META,453.0,472.73,453.0,470.22,4641228
2023-11-29,META,471.2,477.15,469.07,475.79,4399881
2023-11-30,META,475.78,476.97,469.96,473.54,8400233
2023-12-01,META,473.55,476.96,472.65,473.94,10809644
2023-12-04,META,472.31,472.31,465.09,467.32,764019
2023-12-05,META,467.77,467.77,462.2,463.94,1389455
2023-12-06,META,464.94,478.75,464.94,473.04,8989096
2023-12-07,META,470.72,476.96,470.72,476.81,6280620
2023-12-08,META,478.9,483.54,478.9,483.45,6202629
2023-12-11,META,477.5,487.67,477.5,485.72,14999101
2023-12-12,META,486.72,505.26,486.72,500.97,14855589
2023-12-13,META,500.44,505.43,497.54,498.58,4044437
2023-12-14,META,500.14,500.14,479.16,482.49,14148637
2023-12-15,META,481.99,498.68,481.99,497.87,13391263
2023-12-18,META,499.3,499.3,482.84,485.18,5397098
2023-12-19,META,487.15,487.15,472.84,474.12,12378091
2023-12-20,META,474.1,477.37,470.66,472.28,5643734
2023-12-21,META,470.92,472.87,470.92,472.73,2079603
2023-12-22,META,472.21,472.21,465.33,468.09,10949684
2023-12-25,META,466.23,477.07,466.23,476.13,4055902
2023-12-26,META,480.7,496.8,480.7,495.34,5062607
2023-12-27,META,496.59,508.14,496.59,507.21,5523581
2023-12-28,META,507.64,507.64,496.28,499.29,11766709
2023-12-29,META,495.92,503.78,495.92,502.62,5166318
2024-01-01,META,503.6,503.6,493.63,496.13,10287477
2024-01-02,META,494.47,498.66,491.44,496.16,10039133
2024-01-03,META,494.72,500.09,494.72,499.74,12545781
2024-01-04,META,498.69,514.25,498.69,511.01,7158562
2024-01-05,META,511.82,537.73,511.82,534.34,12992923
2024-01-08,META,535.15,537.94,534.72,536.19,6074974
2024-01-09,META,537.67,563.26,537.67,559.42,8614542
2024-01-10,META,558.93,569.65,558.93,563.02,2272045
2024-01-11,META,560.33,560.33,543.16,546.12,4041668
2024-01-12,META,550.3,550.3,539.7,540.11,10769040
2024-01-15,META,541.59,541.59,530.32,532.97,1355800
2024-01-16,META,532.68,541.64,532.68,539.73,13648386
2024-01-17,META,540.56,542.53,535.72,537.89,13853070
2024-01-18,META,539.23,568.11,539.23,559.84,12090808
2024-01-19,META,559.73,561.42,559.73,560.17,13562277
2024-01-22,META,559.96,562.96,559.96,562.8,13007590
2024-01-23,META,566.58,566.58,557.93,559.84,7619696
2024-01-24,META,565.49,565.49,551.27,558.35,6475465
2024-01-25,META,555.36,568.92,555.36,561.08,5999119
2024-01-26,META,559.39,565.84,559.39,564.62,2794965
2024-01-29,META,560.88,560.88,546.95,551.48,9185751
2024-01-30,META,555.27,562.62,552.07,555.56,6531343
2024-01-31,META,552.03,562.96,552.03,561.64,11912753
2024-02-01,META,563.7,563.7,555.41,558.91,4982671
2024-02-02,META,563.04,567.31,561.5,564.38,13261468
2024-02-05,META,569.16,572.13,565.93,569.44,5981124
2024-02-06,META,572.66,572.66,560.42,562.33,5850042
2024-02-07,META,561.65,570.84,561.65,570.63,5760061
2024-02-08,META,567.51,583.1,567.51,580.38,1609751
2024-02-09,META,587.85,592.47,587.22,587.66,1599521
2024-02-12,META,584.2,595.09,584.2,592.28,8170539
2024-02-13,META,602.39,602.39,589.36,589.9,3295094
2024-02-14,META,593.1,593.1,582.76,585.74,11458182
2024-02-15,META,589.54,589.54,572.51,577.96,10432845
2024-02-16,META,577.77,577.77,559.13,566.09,7848935
2024-02-19,META,565.48,581.13,565.48,576.58,6147799
2024-02-20,META,576.47,593.13,576.47,588.91,10455255
2024-02-21,META,593.99,593.99,584.89,588.71,7235337
2024-02-22,META,592.86,592.86,584.15,589.41,6721540
2024-02-23,META,584.9,585.13,574.5,580.23,9266515
2024-02-26,META,580.85,580.85,575.03,578.96,6959745
2024-02-27,META,582.09,582.28,573.21,574.79,9756187
2024-02-28,META,579.91,579.91,560.04,561.69,8163978
2024-02-29,META,562.21,567.71,560.67,563.26,12536314
2024-03-01,META,558.16,563.77,554.35,559.1,11707183
2024-03-04,META,561.8,566.87,561.44,564.73,11923018
2024-03-05,META,562.97,571.42,562.97,571.4,2006288
2024-03-06,META,572.87,590.74,572.87,586.47,2551945
2024-03-07,META,588.41,588.41,573.36,576.42,5818584
2024-03-08,META,574.35,582.14,569.66,571.46,5793884
2024-03-11,META,569.9,573.01,562.69,564.47,3063060
2024-03-12,META,569.27,569.27,567.38,568.64,9739505
2024-03-13,META,567.28,567.28,558.4,558.66,12671885
2024-03-14,META,558.29,558.29,545.09,545.88,14204322
2024-03-15,META,547.09,547.09,527.73,534.34,13508807
2024-03-18,META,531.31,556.99,531.31,553.37,13202908
2024-03-19,META,556.69,556.69,541.43,542.87,14661531
2024-03-20,META,541.81,552.73,541.81,549.25,14619737
2024-03-21,META,546.5,556.83,546.5,554.08,2528462
2024-03-22,META,550.63,553.96,549.54,552.22,3038305
2024-03-25,META,547.56,571.65,547.56,569.83,4612596
2024-03-26,META,572.21,573.26,570.05,571.64,12236259
2024-03-27,META,571.28,571.28,544.5,544.91,2607162
2024-03-28,META,546.67,546.67,535.96,542.24,7582183
2024-03-29,META,546.52,546.52,534.11,536.67,2850102
2024-04-01,META,533.83,556.61,533.83,547.53,13864686
2024-04-02,META,551.48,553.06,547.38,548.25,12996316
2024-04-03,META,548.81,552.69,548.81,551.46,657224
2024-04-04,META,550.38,550.38,533.3,537.54,10643312
2024-04-05,META,534.27,550.09,534.27,546.51,1509389
2024-04-08,META,548.21,550.63,545.41,545.92,9753199
2024-04-09,META,545.31,554.76,545.31,550.33,13004470
2024-04-10,META,551.33,561.53,551.33,558.3,13019167
2024-04-11,META,559.18,559.18,536.15,540.63,8431616
2024-04-12,META,543.75,543.75,526.16,527.62,7899573
2024-04-15,META,529.62,529.62,518.09,518.81,6658697
2024-04-16,META,518.22,518.22,502.6,510.67,8822729
2024-04-17,META,509.86,509.86,495.89,497.35,4339719
2024-04-18,META,499.78,503.86,498.25,502.49,2498164
2024-04-19,META,500.07,500.07,491.61,496.59,7424163
2024-04-22,META,499.42,499.42,495.92,498.02,5653627
2024-04-23,META,499.22,510.64,499.22,506.33,11719810
2024-04-24,META,505.65,509.4,503.11,507.86,9333164
2024-04-25,META,504.31,517.07,504.31,516.7,3258468
2024-04-26,META,518.23,522.04,512.17,515.46,10406723
2024-04-29,META,509.4,518.46,509.4,512.7,13541886
2024-04-30,META,518.05,518.05,508.83,510.29,3967076
2024-05-01,META,511.8,522.05,511.8,518.98,14767061
2024-05-02,META,517.48,517.48,508.28,511.41,13958148
2024-05-03,META,508.9,517.88,508.9,514.26,11630954
2024-05-06,META,510.83,524.7,510.83,521.66,10183997
2024-05-07,META,522.58,522.58,511.47,512.06,7311803
2024-05-08,META,513.37,513.37,495.4,497.8,3838652
2024-05-09,META,494.73,499.77,491.91,497.4,13402176
2024-05-10,META,495.58,495.58,493.67,494.47,9217892
2024-05-13,META,499.84,499.84,483.99,489.24,14958618
2024-05-14,META,486.94,493.49,486.78,489.09,4873204
2024-05-15,META,486.01,486.01,483.32,484.42,10320079
2024-05-16,META,484.71,484.71,479.11,479.22,9094417
2024-05-17,META,479.57,488.86,479.57,486.72,2300300
2024-05-20,META,488.6,488.6,475.87,482.59,4571717
2024-05-21,META,481.48,497.59,481.48,496.87,5861254
2024-05-22,META,497.11,505.02,497.11,502.99,10512880
2024-05-23,META,501.88,506.9,499.45,505.89,14337153
2024-05-24,META,509.4,509.4,502.43,503.35,1585594
2024-05-27,META,504.53,504.53,498.03,499.14,2788572
2024-05-28,META,500.24,501.88,499.84,499.87,5677612
2024-05-29,META,501.13,507.73,499.1,502.65,3416249
2024-05-30,META,504.91,519.69,504.91,516.01,10211125
2024-05-31,META,514.15,516.72,508.74,513.16,702436
2024-06-03,META,513.52,513.52,498.27,503.1,10820547
2024-06-04,META,502.02,507.67,502.02,506.23,13504199
2024-06-05,META,511.33,511.33,502.97,507.19,7155461
2024-06-06,META,511.96,511.96,487.6,490.96,5183427
2024-06-07,META,494.42,501.45,491.73,497.01,5611137
2024-06-10,META,496.77,496.77,486.12,487.06,7583239
2024-06-11,META,488.93,491.89,484.65,487.01,6392673
2024-06-12,META,488.14,488.14,475.33,480.57,1290617
2024-06-13,META,481.56,482.86,474.55,480.32,12348148
2024-06-14,META,481.4,481.4,474.35,475.08,6198992
2024-06-17,META,477.46,477.46,472.63,472.81,7853776
2024-06-18,META,470.71,474.55,470.71,473.56,5988141
2024-06-19,META,473.75,473.75,459.84,461.2,6437328
2024-06-20,META,460.15,466.12,460.15,463.94,12266265
2024-06-21,META,466.98,485.97,466.98,482.81,12176696
2024-06-24,META,484.23,484.23,472.34,472.39,9004121
2024-06-25,META,474.77,474.77,469.54,470.93,13234240
2024-06-26,META,471.65,473.47,464.87,467.95,14763682
2024-06-27,META,470.99,471.64,467.31,470.7,8185595
2024-06-28,META,468.0,474.19,468.0,472.82,13257831
2024-07-01,META,471.03,490.2,471.03,486.64,8879663
2024-07-02,META,490.21,490.21,483.14,484.25,4766540
2024-07-03,META,481.12,492.07,481.12,484.56,2825479
2024-07-04,META,481.8,494.52,481.8,493.32,9318538
2024-07-05,META,494.26,494.26,475.1,479.33,742664
2024-07-08,META,482.83,489.76,482.83,489.7,11366566
2024-07-09,META,484.03,489.98,484.03,489.31,2784502
2024-07-10,META,489.21,495.66,489.21,495.2,10121059
2024-07-11,META,493.73,493.73,478.5,479.62,9779918
2024-07-12,META,476.97,488.23,476.97,487.37,11231565
2024-07-15,META,485.04,491.02,484.88,486.99,13132812
2024-07-16,META,481.03,490.05,481.03,488.03,4289934
2024-07-17,META,482.91,498.9,482.91,495.46,5063741
2024-07-18,META,490.56,499.48,490.56,498.49,10665379
2024-07-19,META,497.84,497.84,488.53,490.88,13536014
2024-07-22,META,492.56,503.76,492.56,499.03,9920696
2024-07-23,META,499.06,499.06,490.43,491.9,7514698
2024-07-24,META,492.49,493.88,489.19,492.89,2949096
2024-07-25,META,495.89,497.07,492.09,493.93,5369872
2024-07-26,META,498.68,498.68,483.18,488.42,12193748
2024-07-29,META,487.51,487.83,481.66,485.16,13948485
2024-07-30,META,486.45,500.53,486.45,496.57,7015512
2024-07-31,META,496.89,496.89,494.19,495.96,6192245
2024-08-01,META,493.38,493.38,482.88,485.06,13413711
2024-08-02,META,484.65,493.0,484.65,487.39,8266753
2024-08-05,META,490.3,491.77,488.65,490.74,7809005
2024-08-06,META,490.7,492.91,487.46,488.48,13914199
2024-08-07,META,492.06,492.06,490.23,490.53,6816262
2024-08-08,META,487.75,502.38,487.75,499.0,4217457
2024-08-09,META,502.34,507.09,502.34,505.41,13463915
2024-08-12,META,504.15,514.67,504.15,511.21,6218008
2024-08-13,META,509.95,511.3,506.34,509.31,7023888
2024-08-14,META,507.58,521.69,507.58,516.7,11648016
2024-08-15,META,515.6,516.48,514.8,515.75,11660713
2024-08-16,META,515.44,515.61,511.21,511.29,9549055
2024-08-19,META,509.44,510.29,505.72,508.21,6719147
2024-08-20,META,506.78,506.78,489.32,490.2,2641577
2024-08-21,META,488.72,488.72,465.84,469.0,13863873
2024-08-22,META,467.58,467.58,464.27,465.86,11822170
2024-08-23,META,466.25,484.79,466.25,481.84,1699646
2024-08-26,META,481.03,489.18,480.37,486.87,9254331
2024-08-27,META,483.72,488.26,480.29,485.86,2985427
2024-08-28,META,489.66,489.66,478.24,480.8,14230950
2024-08-29,META,480.75,489.65,480.75,487.43,2641775
2024-08-30,META,488.24,488.24,481.05,484.56,10694753
2024-09-02,META,482.44,483.63,480.96,481.58,13367123
2024-09-03,META,482.06,482.29,476.63,479.77,6309631
2024-09-04,META,480.02,480.02,469.4,474.17,11726041
2024-09-05,META,472.87,472.87,463.78,464.05,12648168
2024-09-06,META,466.97,466.97,451.28,456.62,10493407
2024-09-09,META,456.78,475.57,456.78,470.53,14009702
2024-09-10,META,468.36,470.89,468.36,470.53,2098817
2024-09-11,META,466.61,475.59,466.61,472.22,10523531
2024-09-12,META,472.5,472.5,467.95,468.13,1450222
2024-09-13,META,467.41,474.57,462.21,468.19,7792693
2024-09-16,META,467.46,469.25,465.95,466.67,11549453
2024-09-17,META,466.56,474.91,466.56,472.72,4519941
2024-09-18,META,475.37,481.2,475.37,476.17,4369851
2024-09-19,META,476.51,476.51,461.17,467.57,11795898
2024-09-20,META,468.79,468.79,446.95,448.68,5865011
2024-09-23,META,449.96,449.96,440.3,440.32,13148028
2024-09-24,META,440.92,446.37,440.92,443.23,11517236
2024-09-25,META,444.66,452.7,444.66,452.31,4703473
2024-09-26,META,450.93,463.98,450.93,461.86,8576177
2024-09-27,META,459.47,459.47,452.83,457.78,14016647
